theta_rad,theta_deg,z_m,Nu_mean,Nu_rms,A1,phase1_rad,A2,asym_mean_minus_opposite
0.8835729338221292,50.62499999999999,-0.0054,0.519930730695979,0.012773610726114258,0.001596233372979812,-0.3757918512018177,0.003724544698477351,-0.04770637033872993
0.9490227807719163,54.37499999999998,-0.0054,0.6617772078166577,0.017664656997907036,0.002121676209478134,-0.5084043499740636,0.004989532240877189,-0.04489292863412109
1.0144726277217035,58.12499999999997,-0.0054,0.7953885356788241,0.021791608638646636,0.0025996841009063867,-0.5509508712673182,0.00610495494089009,-0.046522234909274096
1.0799224746714913,61.87499999999999,-0.0054,0.8874561316252745,0.02425101914477886,0.0029049248754890234,-0.5723585001227464,0.006785652324709475,-0.04778627727745843
1.1453723216212786,65.62499999999999,-0.0054,1.11235582115008,0.02842393574495206,0.0035795763104327183,-0.6442809195065102,0.007980951814063268,-0.048177547070027193
1.2108221685710658,69.37499999999999,-0.0054,1.2893222256219052,0.02983342057925082,0.004047042125756406,-0.7208845422264643,0.008423678456748162,-0.04366957365030366
1.2762720155208531,73.12499999999999,-0.0054,1.5250127637539357,0.02876569282866819,0.0046030747255439,-0.8560260633116233,0.008195099517346273,-0.02278922347699064
1.3417218624706404,76.87499999999997,-0.0054,1.7202400245902654,0.028676897040863302,0.00513235952703372,-0.9313606550552413,0.008177168569441562,-0.009199358962623583
1.4071717094204277,80.62499999999997,-0.0054,2.0533358449839776,0.029552912165426284,0.006109982244700218,-1.0180278101917968,0.008359446733944509,0.009069486828476858
1.472621556370215,84.37499999999997,-0.0054,2.445274638751212,0.03238989796636764,0.0072782884366129905,-1.0626030481956452,0.009073322050622517,0.027900324086723494
1.5380714033200027,88.12499999999999,-0.0054,2.608928435207556,0.03058729453174706,0.007715599526631103,-1.122062202082442,0.00838887582299704,0.01479938398540126
1.60352125026979,91.87499999999999,-0.0054,2.860748417721625,0.03185248496148436,0.008522331642820931,-1.1501359306769203,0.008543116355852406,0.02857004802900054
1.6689710972195773,95.62499999999999,-0.0054,3.2416442980398346,0.03480853564755664,0.009710705821745885,-1.1703920006367223,0.009149966929261132,0.16566933335787626
1.7344209441693645,99.37499999999997,-0.0054,3.7556661204745794,0.040093070378509,0.01133521025221274,-1.1770161070095335,0.01042569123502209,0.19769367158423057
1.7998707911191518,103.12499999999997,-0.0054,4.196909385830242,0.04324407027347582,0.012650748310838518,-1.1941877924512392,0.011043809248121867,0.23170341553620633
