time,Cl,Nu_upper_mean,Nu_lower_mean,Nu_upper_minus_lower
5.63,2.29614259,8.652658713905375,8.676433864087935,-0.023775150182560267
5.635,2.30917008,8.663363271495948,8.679627111252213,-0.016263839756264886
5.64,2.33083182,8.67495395095865,8.681204082609504,-0.006250131650853419
5.645,2.36028202,8.687326066999404,8.68142165763341,0.005904409365994567
5.65,2.39631474,8.700319192921862,8.680588063149502,0.019731129772360134
5.655,2.43741883,8.713769925657898,8.67897570332356,0.03479422233433738
5.66,2.48180183,8.727367748727179,8.677044477345056,0.05032327138212267
5.665,2.52752754,8.740822784762974,8.675188830153854,0.06563395460912069
5.67,2.57263185,8.753893970106969,8.673799780008194,0.08009419009877483
5.675,2.61506596,8.766266542349866,8.673175368875459,0.09309117347440754
5.68,2.65297511,8.777686427306362,8.673640444340368,0.1040459829659941
5.685,2.68462718,8.765347883155993,8.653168414373532,0.1121794687824611
5.69,2.70860606,8.751734758724107,8.6343742780778,0.11736048064630644
5.695,2.72377626,8.736778042363612,8.61743848498329,0.11933955738032154
5.7,2.72945019,8.72048887917203,8.602450995142355,0.11803788402967541
5.705,2.72533616,8.702952678301154,8.58941380713509,0.11353887116606387
5.71,2.71165392,8.6843244369844,8.578246189638973,0.10607824734542781
5.715,2.68903072,8.664805627031392,8.568794957691704,0.09601066933968738
5.72,2.65844968,8.644643503838626,8.560832063571688,0.08381144026693832
5.725,2.6212748,8.624122317942938,8.554057681152223,0.07006463679071473
5.73,2.57918747,8.603528643220269,8.548117079632533,0.05541156358773591
5.735,2.53401739,8.583142426242706,8.542626334229551,0.04051609201315465
5.74,2.48772684,8.563218486540356,8.53716960715634,0.026048879384015677
5.745,2.4423639,8.543980668230953,8.531333928741475,0.01264673948947781
5.75,2.3998919,8.525612495480745,8.524742938655477,0.0008695568252683472
5.755,2.36220525,8.508268871269543,8.516971288948591,-0.008702417679048224
5.76,2.33087939,8.49200045570878,8.507958999865386,-0.01595854415660547
5.765,2.30725785,8.500981702230408,8.521591505770756,-0.02060980354034747
5.77,2.29228976,8.511132676534025,8.533568146287344,-0.02243546975331867
5.775,2.28661214,8.52245645293772,8.54381574997298,-0.021359297035260738
5.78,2.29039529,8.534931962254673,8.55234806820593,-0.01741610595125742
5.785,2.30349329,8.548522945025688,8.559241847569655,-0.010718902543967346
5.79,2.32531282,8.563161312294948,8.564632310077704,-0.00147099778275539
5.795,2.35493847,8.57867284607533,8.568806644546376,0.009866201528954122
