theta_rad,theta_deg,z_m,coh_f1,lag_phase_f1,xcorr_lag_f1,xcorr_corr_f1,coh_f2,lag_phase_f2,xcorr_lag_f2,xcorr_corr_f2
-1.227184630308513,-70.3125,-0.0051,0.45577550799959243,-0.09706077656012381,-0.019999999999999574,-0.8534702900763952,0.9982603593314143,-0.05729912482207746,-0.019999999999999574,-0.8534702900763952
-1.1290098598838318,-64.6875,-0.0051,0.47626922401583444,-0.09552544631667922,-0.019999999999999574,-0.9047658536192011,0.9983044339803819,-0.056893975721687653,-0.019999999999999574,-0.9047658536192011
-1.030835089459151,-59.0625,-0.0051,0.5122406209312601,-0.09275699298542785,0.05499999999999883,0.9267994633752973,0.9977743626651114,-0.055359846403692965,0.05499999999999883,0.9267994633752973
-0.93266031903447,-53.43750000000001,-0.0051,0.5960747419666934,-0.08865625114520333,0.049999999999998934,0.9125320081790679,0.9944607692528132,-0.04991381431790254,0.049999999999998934,0.9125320081790679
-0.8344855486097889,-47.8125,-0.0051,0.7144119732485156,-0.08341288822602849,0.034999999999999254,0.7704912771130578,0.9845320914987065,-0.036967455733419086,0.034999999999999254,0.7704912771130578
-0.7363107781851077,-42.1875,-0.0051,0.6952861308677586,-0.07447017503878126,0.02999999999999936,0.6247217313917587,0.9850994058164109,-0.02930158447978276,0.02999999999999936,0.6247217313917587
-0.6381360077604266,-36.56249999999999,-0.0051,0.5153854856296537,-0.06352025612053662,0.034999999999999254,0.5433843055965666,0.9917456012480005,-0.03348601175443001,0.034999999999999254,0.5433843055965666
-0.5399612373357456,-30.937499999999996,-0.0051,0.35503689412820144,-0.04956297829333612,0.04499999999999904,0.49992131663893846,0.9990105897232794,-0.04434513105508786,0.04499999999999904,0.49992131663893846
-0.4417864669110647,-25.312500000000004,-0.0051,0.2885964668336303,-0.03848518407421156,0.05499999999999883,0.50633558239988,0.9959714993211568,-0.05486881561169992,0.05499999999999883,0.50633558239988
-0.34361169648638357,-19.687499999999996,-0.0051,0.2574007011580241,-0.03013948635986203,0.06499999999999861,0.5390161417069151,0.9745306410045267,-0.06448241842834745,0.06499999999999861,0.5390161417069151
-0.24543692606170264,-14.062500000000004,-0.0051,0.22632313428508763,-0.027404249276291533,0.0749999999999984,0.5799821868959019,0.9343408344416788,-0.07314477498129685,0.0749999999999984,0.5799821868959019
-0.14726215563702172,-8.437500000000009,-0.0051,0.194466860531949,-0.027957616865568875,0.0799999999999983,0.6023887877442163,0.8999589562627733,0.07253583212240075,0.0799999999999983,0.6023887877442163
-0.04908738521234057,-2.812500000000003,-0.0051,0.14463173572400373,-0.030977684051362187,0.08999999999999808,0.5663691862398125,0.8335503337839832,0.06318051124613032,0.08999999999999808,0.5663691862398125
0.04908738521234057,2.812500000000003,-0.0051,0.10470115284577818,-0.035335224525861963,0.10499999999999776,0.4646474644190807,0.7696362295328428,0.04753285566440513,0.10499999999999776,0.4646474644190807
0.14726215563702172,8.437500000000009,-0.0051,0.08693390993315898,-0.03985385821366185,0.27499999999999414,0.4370395800486155,0.8305871250496981,0.029838012571911158,0.27499999999999414,0.4370395800486155
0.24543692606170264,14.062500000000004,-0.0051,0.08327753863795309,-0.04581155472128827,-0.019999999999999574,0.53376258362144,0.9422185154072883,0.020048870416544434,-0.019999999999999574,0.53376258362144
0.34361169648638357,19.687499999999996,-0.0051,0.1058158802783919,-0.05779377441012545,-0.01499999999999968,0.68646168031869,0.9891309458471245,0.013355440660688571,-0.01499999999999968,0.68646168031869
0.4417864669110647,25.312500000000004,-0.0051,0.19573682196651548,-0.07185197008496255,-0.01499999999999968,0.78724644345751,0.9915961982837045,0.016125835156786353,-0.01499999999999968,0.78724644345751
0.5399612373357456,30.937499999999996,-0.0051,0.3508323897424276,-0.0810495069857812,-0.019999999999999574,0.8428586782740739,0.9908204953646642,0.022263829940042845,-0.019999999999999574,0.8428586782740739
0.6381360077604266,36.56249999999999,-0.0051,0.5096977956207888,-0.08779928761891415,-0.02999999999999936,0.88567639393334,0.9923916775025082,0.02827709576904327,-0.02999999999999936,0.88567639393334
0.7363107781851077,42.1875,-0.0051,0.546321543237668,-0.09264753061928561,-0.02999999999999936,0.9059720017599231,0.993833336214807,0.028483637773740356,-0.02999999999999936,0.9059720017599231
0.8344855486097886,47.81249999999999,-0.0051,0.4916807973890689,-0.0985090670065522,-0.019999999999999574,0.9265749124021025,0.9949943360899608,0.020306617760641348,-0.019999999999999574,0.9265749124021025
0.9326603190344698,53.4375,-0.0051,0.4254635990886024,-0.1034701055804475,-0.01499999999999968,0.9462704371326554,0.996916696265113,0.012952388899762657,-0.01499999999999968,0.9462704371326554
1.030835089459151,59.0625,-0.0051,0.3948123994203466,-0.1060244294571223,-0.009999999999999787,0.9556046413873626,0.9978680910769859,0.01160131191984775,-0.009999999999999787,0.9556046413873626
1.1290098598838316,64.68749999999999,-0.0051,0.39077522073650667,-0.10569455755664559,-0.009999999999999787,0.9489981997468117,0.9980977382438996,0.011203372651695813,-0.009999999999999787,0.9489981997468117
1.2271846303085128,70.31249999999999,-0.0051,0.3911351383143692,-0.10412273526462013,-0.009999999999999787,0.9288823637372722,0.9979950471090693,0.010043979678275052,-0.009999999999999787,0.9288823637372722
1.325359400733194,75.9375,-0.0051,0.390033301072531,-0.10243665125773237,-0.009999999999999787,0.8938482153079557,0.9977631913614426,0.008287831244962945,-0.009999999999999787,0.8938482153079557
1.423534171157875,81.5625,-0.0051,0.388364509772535,-0.10097737430283515,-0.004999999999999893,0.8512240710308163,0.9974340938648539,0.0056671118240601975,-0.004999999999999893,0.8512240710308163
1.5217089415825562,87.18750000000001,-0.0051,0.38650733844516233,-0.10015529007947846,-0.004999999999999893,0.8099086472333902,0.9971071315282418,0.0037921055930477173,-0.004999999999999893,0.8099086472333902
1.619883712007237,92.81249999999999,-0.0051,0.38441232619886506,-0.0993565965512398,0.0,0.7743578097584782,0.9968659441472871,0.0010829624200107202,0.0,0.7743578097584782
1.718058482431918,98.4375,-0.0051,0.38374465032984856,-0.0990025327387501,0.0,0.7631458209259602,0.9968851910529332,-0.00042772412581995725,0.0,0.7631458209259602
