x,y,emode_1,emode_2,emode_3,emode_4,emode_5,emode_6,emode_7,emode_8,emode_9
0.006000000052,0.02879822068,-4.750933556e-11,-6.434748782e-11,-3.365238785e-11,9.245471656e-11,-1.809936454e-10,2.292500208e-09,-3.776209787e-09,1.612211721e-09,2.391829833e-29
0.006000000052,0.02878788486,-5.366378276e-11,-7.916335372e-11,-3.767354938e-11,1.008161519e-10,-2.078236355e-10,2.731840392e-09,-3.794688202e-09,1.979490365e-09,2.808193798e-29
0.006000000052,0.02926311642,-4.522260236e-11,-8.483300172e-11,-3.196765409e-11,1.089739631e-10,-2.499989045e-10,2.093623342e-09,-4.39678809e-09,1.138624685e-09,1.963980011e-29
0.006000000052,0.02973005921,-6.195677124e-11,-9.099866901e-11,-4.222429816e-11,1.081443755e-10,-2.391329878e-10,3.256597064e-09,-3.794066604e-09,2.369925613e-09,3.249789015e-29
0.006000000052,0.02924427576,-7.329632033e-11,-1.032891889e-10,-4.926105028e-11,1.129805766e-10,-2.729650255e-10,3.884667839e-09,-3.785005861e-09,2.81360661e-09,3.75145945e-29
0.006000000052,0.02970738336,-5.967407466e-11,-9.128730186e-11,-4.059279215e-11,1.139539273e-10,-2.894838098e-10,2.543200737e-09,-4.472514202e-09,1.423357996e-09,2.299729558e-29
0.006000000052,0.03018838912,-7.271282204e-11,-1.012805982e-10,-4.853251743e-11,1.192068104e-10,-3.283766838e-10,3.07999969e-09,-4.507745951e-09,1.774957497e-09,2.704981081e-29
0.006000000052,0.0301655326,-8.542711114e-11,-1.145382173e-10,-5.70157878e-11,1.131016913e-10,-3.027032925e-10,4.6127737e-09,-3.740868365e-09,3.28549774e-09,4.281955615e-29
0.006000000052,0.02877110615,-8.417675305e-11,-1.106633554e-10,-5.548850348e-11,1.187143564e-10,-3.55473414e-10,3.687062066e-09,-4.431435817e-09,2.197355636e-09,3.172796791e-29
0.006000000052,0.02876612172,-5.136784021e-11,-7.423326537e-11,-3.598701483e-11,1.076960336e-10,-2.993400707e-10,1.428949139e-09,-5.190564034e-09,1.478227568e-10,9.848457029e-30
0.006000000052,0.02923163772,-5.389588802e-11,-7.066455014e-11,-3.787962336e-11,1.132192447e-10,-3.534584847e-10,7.646784484e-10,-6.214070647e-09,-9.187928583e-10,-4.221086928e-31
0.006000000052,0.02969301306,-6.35073326e-11,-8.711699043e-11,-4.350401291e-11,1.188694316e-10,-3.437325355e-10,1.80006682e-09,-5.335051302e-09,3.581157324e-10,1.247404749e-29
0.006000000052,0.02922220342,-7.428358374e-11,-9.932299771e-11,-4.918731703e-11,1.289725324e-10,-3.850112116e-10,2.233506525e-09,-5.395730241e-09,6.635297461e-10,1.6027804e-29
0.006000000052,0.02968229912,-6.464993145e-11,-8.743281232e-11,-4.433860038e-11,1.295728521e-10,-3.994961865e-10,1.03099543e-09,-6.389689993e-09,-7.793230704e-10,1.445481475e-30
0.006000000052,0.03014988825,-7.643010469e-11,-1.015647997e-10,-5.000958762e-11,1.442892731e-10,-4.414513576e-10,1.356067381e-09,-6.458345814e-09,-5.132835642e-10,4.546521559e-30
0.006000000052,0.03013488464,-8.350772024e-11,-1.079484281e-10,-5.335033858e-11,1.315771944e-10,-4.092218979e-10,2.716699921e-09,-5.274083977e-09,1.060499073e-09,2.03195201e-29
0.006000000052,0.02876301855,-8.685661072e-11,-1.104462485e-10,-5.382824301e-11,1.531925118e-10,-4.658864924e-10,1.717836414e-09,-6.292241906e-09,-1.055950791e-10,8.846040905e-30
0.006000000052,0.02876252122,-4.789695903e-11,-7.167187786e-11,-3.305958924e-11,1.214952175e-10,-4.051368574e-10,4.890347473e-11,-7.383035862e-09,-2.078754103e-09,-1.150588719e-29
0.006000000052,0.02921817265,-4.75341626e-11,-6.905240141e-11,-3.164952697e-11,1.203787976e-10,-4.213303049e-10,-1.986649567e-10,-7.825998387e-09,-2.495842519e-09,-1.545413009e-29
