pair,lag_samples,lag_s,te_bits,surr_mean_bits,surr_p95_bits,excess_te_bits
Uy_1D_to_T_1D,103,0.515,0.1801053069,0.02083074205,0.03084658262,0.1592745649
Uy_1D_to_T_1D,104,0.52,0.1764706683,0.0203884757,0.02891242464,0.1560821926
Uy_1D_to_T_1D,105,0.525,0.1519120883,0.02052880914,0.03060859832,0.1313832792
Uy_1D_to_T_1D,106,0.53,0.1066589202,0.0198215979,0.03094919282,0.08683732234
Uy_1D_to_T_1D,107,0.535,0.054560821,0.02053366303,0.02991524286,0.03402715797
Uy_1D_to_T_1D,108,0.54,0.06018831265,0.02147269628,0.03027523291,0.03871561637
Uy_1D_to_T_1D,109,0.545,0.1120692887,0.0198589712,0.02887821766,0.09221031752
Uy_1D_to_T_1D,110,0.55,0.1473893621,0.02088962188,0.02882259974,0.1264997402
Uy_1D_to_T_1D,111,0.555,0.1634499108,0.02090684678,0.02890020592,0.142543064
Uy_1D_to_T_1D,112,0.56,0.1835481387,0.02141951319,0.03050254917,0.1621286255
Uy_1D_to_T_1D,113,0.565,0.1937042962,0.01999779639,0.02956298337,0.1737064998
Uy_1D_to_T_1D,114,0.57,0.1953859389,0.02105576122,0.03072142638,0.1743301777
Uy_1D_to_T_1D,115,0.575,0.2017354874,0.02098831953,0.03068358739,0.1807471678
Uy_1D_to_T_1D,116,0.58,0.1935075156,0.02046863414,0.02920027709,0.1730388815
Uy_1D_to_T_1D,117,0.585,0.1854094002,0.02046899159,0.03060275196,0.1649404086
Uy_1D_to_T_1D,118,0.59,0.183817745,0.02081028239,0.03015787727,0.1630074626
Uy_1D_to_T_1D,119,0.595,0.188428264,0.02103555497,0.02941514173,0.167392709
Uy_1D_to_T_1D,120,0.6,0.1741389827,0.02047857009,0.02920869517,0.1536604126
