x_m,x_mm,mean_min,mean_max,rms_min,rms_max,sym_mean,anti_mean,A1_min,A1_max,A2_min,A2_max,phase1_min,phase1_max,phase2_min,phase2_max,coh_min,coh_max,lag_min,lag_max,corr_min,corr_max,fin_pair_corr,active_min,active_max,valid_min,valid_max
0.004678357499999999,4.678357499999999,0.14858206452390146,0.14854021648562132,0.003736205830639988,0.00376932137915152,0.1485611405047616,-2.092401914008772e-05,0.00042388758722665344,2.4608088072138408e-05,0.0005404792484224962,0.0006059404916973704,0.04750567194548392,0.44919106614095755,1.666319541019076,2.011508983181613,0.7775407304516498,0.7688777091122596,0.009999999999999787,0.004999999999999893,0.49590269519061736,0.5340696243546339,0.9434837594175077,0.0,0.0,1.0,1.0
0.0050245025,5.0245025,3.0503462527066425,3.0511456458915576,0.02411999203535171,0.024191530125508634,3.0507459492990994,0.00039969659245763477,0.008232868930373942,0.007528220111552744,0.005979587335832244,0.006105470572144026,-1.2925755631349907,-1.3095608283533466,2.2729133138321336,2.2197116252748614,0.5533741026627826,0.5393394341340784,0.0,0.0,0.5191474231667029,0.5315233620416212,0.9973204142920978,0.0,0.0,1.0,1.0
0.005370647499999999,5.370647499999999,2.6332647716871107,2.6317305929105523,0.02161174596362353,0.021680904841051153,2.632497682298833,-0.0007670893882787633,0.006850476990423694,0.006152056609169418,0.005327911360721391,0.005522353891433728,-1.246754158544145,-1.3398701326440539,2.209936266947599,2.184047128928237,0.5338488317837246,0.5508210905592091,0.004999999999999893,0.0,0.5564851455493932,0.5707444253504748,0.9955514086836375,0.0,0.0,1.0,1.0
0.005716792499999998,5.716792499999998,0.30567225516980606,0.30545520699135015,0.012745764554119566,0.013363633811287336,0.30556373108057816,-0.00010852408922797868,0.002763167311011516,0.00047776697463740346,0.0014746846918788328,0.001252206925831955,0.7875620026739109,1.9379356875321778,1.1286179841920254,2.7102383101899545,0.6715762418557465,0.7346503417200754,0.01499999999999968,0.009999999999999787,0.30034037654323276,0.2444515450075215,0.8439551551752564,0.0,0.0,1.0,1.0
0.006062937499999997,6.062937499999997,2.2062792279331793,2.204313666740251,0.017360110079923503,0.017172547079835995,2.205296447336717,-0.0009827805964652385,0.004700989038022547,0.004900327163370994,0.004051990474232401,0.004227365263667356,-0.9920675329450751,-1.3666152807455882,2.1750117961111264,2.470662076535311,0.6154644762456947,0.6244264688291652,0.0,0.0,0.4627165544952909,0.43080439618029076,0.9603863840535233,0.0,0.0,1.0,1.0
0.006409082499999998,6.409082499999998,2.3437129043765785,2.3458770944562253,0.02126425875201788,0.022062654519218575,2.3447949994164046,0.0010820950398238466,0.004474499925033034,0.0043192100256137025,0.0044480432736298085,0.004841626358573381,-0.6130523459206908,-1.4262950267099257,2.04318961394808,2.5602378223299116,0.7029777589896878,0.7064125521134814,0.0,0.0,0.4517479438887751,0.3970187433562655,0.9083685048010546,0.0,0.0,1.0,1.0
0.006755227499999999,6.755227499999998,3.122177661191164,3.1198528475909266,0.027637135451841103,0.02802059860745112,3.1210152543910445,-0.0011624068001169564,0.00602881058505896,0.00592365421561221,0.005980130955992898,0.0063797676654063955,-0.6699042811832427,-1.346532839099629,2.063747411318651,2.525248586933075,0.6681872428891633,0.6805881214316523,0.0,0.0,0.4745521493624267,0.4299277165094333,0.9220945103553857,0.0,0.0,1.0,1.0
0.007101372499999998,7.101372499999998,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0
0.007447517499999999,7.447517499999999,2.8297659877633,2.82386262229598,0.03049489201465038,0.032465724407552306,2.8268143050296417,-0.002951682733660119,0.005879620318902959,0.0038751864784489012,0.005482080878630673,0.006001252965799653,-0.02338231056594581,-1.4250492138227056,1.8823005371608708,2.7333961880464877,0.7424542061518188,0.7478183475910978,0.004999999999999893,0.0,0.4045409046853202,0.3171553649882624,0.8348317607266776,0.0,0.0,1.0,1.0
0.0077936624999999995,7.7936625,3.227319403319423,3.2220929961630884,0.032912003404064645,0.034429939387848954,3.22470619974125,-0.0026132035781659658,0.006249672480220917,0.004534811014385098,0.006352566987939756,0.006635446324073512,-0.082797346951564,-1.2898034105804128,1.897949703612389,2.713132006925917,0.6821396236903535,0.7254648008049622,0.0,0.0,0.44168809364976425,0.3480292851467048,0.833082884508493,0.0,0.0,1.0,1.0
0.008139807499999999,8.139807499999998,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0
0.008485952499999998,8.485952499999998,2.936492840721001,2.926086564742636,0.03678682882668891,0.04066031306360712,2.9312897027318208,-0.005203137989187194,0.007544239586311604,0.0019451317598194943,0.0064842164704548245,0.0061698377653804475,0.43540764323370845,-1.17728247624503,1.7252907283304806,2.8444869011126555,0.6913554891128111,0.763755587704372,0.004999999999999893,0.0,0.41930009787336014,0.2928126458030462,0.7710238565291766,0.0,0.0,1.0,1.0
0.008832097499999997,8.832097499999996,3.2949179518854024,3.2821698606051317,0.03723127001337781,0.040251269591006576,3.288543906245265,-0.006374045640137364,0.006317890488691949,0.002766964839353085,0.007553385106867344,0.006365661169183669,0.26820189661322014,-0.9171326237981511,1.8021020255206204,2.682114122264387,0.7097582864335699,0.7309016569693325,0.004999999999999893,0.0,0.4928045130953427,0.36910814534907366,0.7891723006175234,0.0,0.0,1.0,1.0
0.009178242499999998,9.178242499999998,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0
0.009524387499999998,9.524387499999998,3.011730667437934,2.9880396669596943,0.04098155693040566,0.04789955070966195,2.9998851671988183,-0.011845500239118217,0.007036297862873231,0.0017970650780699696,0.008185886885987608,0.005301549386310375,0.705101802101369,0.7158978533473142,1.709305138946673,2.6329459029214144,0.7153771926134244,0.7629805502391186,0.004999999999999893,0.004999999999999893,0.5045042545052796,0.3512522149277793,0.7384827036139603,0.0,0.0,1.0,1.0
