signal,freq_Hz,psd
Ux_p0,97.84615385,5.860615848e-16
Ux_p0,98.46153846,6.07383387e-16
Ux_p0,99.07692308,1.279864023e-15
Ux_p0,99.69230769,8.643360036e-16
Uy_p0,0,4.741191052e-07
Uy_p0,0.6153846154,5.40510204e-07
Uy_p0,1.230769231,9.422302223e-07
Uy_p0,1.846153846,7.979314361e-07
Uy_p0,2.461538462,2.163267662e-07
Uy_p0,3.076923077,3.521818007e-07
Uy_p0,3.692307692,3.308964486e-07
Uy_p0,4.307692308,3.970168449e-07
Uy_p0,4.923076923,1.292099382e-06
Uy_p0,5.538461538,0.0003276059335
Uy_p0,6.153846154,0.00164255553
Uy_p0,6.769230769,0.0005757031338
Uy_p0,7.384615385,1.578309431e-06
Uy_p0,8,2.261537857e-07
Uy_p0,8.615384615,1.385343037e-08
Uy_p0,9.230769231,1.397252557e-08
Uy_p0,9.846153846,1.121637413e-08
Uy_p0,10.46153846,8.501288839e-09
Uy_p0,11.07692308,1.335182397e-08
Uy_p0,11.69230769,9.275228226e-07
Uy_p0,12.30769231,5.977666022e-06
Uy_p0,12.92307692,2.744870053e-06
Uy_p0,13.53846154,3.566862301e-08
Uy_p0,14.15384615,1.333539445e-09
Uy_p0,14.76923077,1.106165239e-09
Uy_p0,15.38461538,4.433711688e-09
Uy_p0,16,2.319214371e-09
Uy_p0,16.61538462,3.696972431e-10
Uy_p0,17.23076923,9.625414723e-10
Uy_p0,17.84615385,4.268705747e-08
Uy_p0,18.46153846,3.296658552e-07
Uy_p0,19.07692308,1.92350134e-07
Uy_p0,19.69230769,4.106263379e-09
Uy_p0,20.30769231,2.445573194e-10
Uy_p0,20.92307692,4.709991772e-11
Uy_p0,21.53846154,1.346980229e-10
Uy_p0,22.15384615,7.640808901e-11
Uy_p0,22.76923077,2.401382307e-11
Uy_p0,23.38461538,5.35187947e-11
Uy_p0,24,2.146374863e-09
Uy_p0,24.61538462,2.024215471e-08
Uy_p0,25.23076923,1.501663679e-08
Uy_p0,25.84615385,5.623506699e-10
Uy_p0,26.46153846,1.267169804e-11
Uy_p0,27.07692308,7.17824987e-12
Uy_p0,27.69230769,3.786820223e-11
Uy_p0,28.30769231,3.219026104e-11
Uy_p0,28.92307692,5.109484163e-12
Uy_p0,29.53846154,3.181910456e-12
Uy_p0,30.15384615,8.488844554e-11
Uy_p0,30.76923077,1.00839589e-09
Uy_p0,31.38461538,9.570361844e-10
Uy_p0,32,5.720089957e-11
Uy_p0,32.61538462,1.440091356e-12
Uy_p0,33.23076923,7.266884304e-13
Uy_p0,33.84615385,3.809695827e-12
Uy_p0,34.46153846,3.953800908e-12
Uy_p0,35.07692308,6.64926553e-13
Uy_p0,35.69230769,3.129277135e-13
Uy_p0,36.30769231,5.053945516e-12
Uy_p0,36.92307692,7.412972543e-11
Uy_p0,37.53846154,8.791642667e-11
Uy_p0,38.15384615,7.297228688e-12
Uy_p0,38.76923077,1.749221976e-13
Uy_p0,39.38461538,6.225089049e-14
Uy_p0,40,3.432402191e-13
Uy_p0,40.61538462,4.578409132e-13
Uy_p0,41.23076923,9.11205046e-14
Uy_p0,41.84615385,4.155157269e-14
Uy_p0,42.46153846,3.072807917e-13
Uy_p0,43.07692308,4.429401324e-12
Uy_p0,43.69230769,6.436789777e-12
Uy_p0,44.30769231,7.723115078e-13
Uy_p0,44.92307692,1.777530531e-14
Uy_p0,45.53846154,8.519006879e-15
Uy_p0,46.15384615,3.893618647e-14
Uy_p0,46.76923077,5.957734034e-14
Uy_p0,47.38461538,1.71971395e-14
Uy_p0,48,8.820581408e-15
Uy_p0,48.61538462,1.967547439e-14
Uy_p0,49.23076923,2.477774984e-13
Uy_p0,49.84615385,4.372501307e-13
Uy_p0,50.46153846,7.581323346e-14
Uy_p0,51.07692308,1.515664518e-15
Uy_p0,51.69230769,1.632899687e-15
Uy_p0,52.30769231,3.245187527e-15
Uy_p0,52.92307692,4.461478318e-15
Uy_p0,53.53846154,3.309569489e-15
Uy_p0,54.15384615,2.259657395e-15
Uy_p0,54.76923077,3.743210537e-15
Uy_p0,55.38461538,3.39219414e-14
Uy_p0,56,7.091852879e-14
Uy_p0,56.61538462,1.539215747e-14
Uy_p0,57.23076923,8.67573411e-16
Uy_p0,57.84615385,1.336028229e-15
Uy_p0,58.46153846,2.507435329e-15
Uy_p0,59.07692308,2.056604072e-15
Uy_p0,59.69230769,1.232239484e-15
Uy_p0,60.30769231,1.153120437e-15
Uy_p0,60.92307692,8.556327407e-16
Uy_p0,61.53846154,3.163750614e-15
Uy_p0,62.15384615,6.429454714e-15
Uy_p0,62.76923077,3.490263214e-15
Uy_p0,63.38461538,1.463741598e-15
Uy_p0,64,1.200186219e-15
Uy_p0,64.61538462,8.387708421e-16
Uy_p0,65.23076923,6.812926011e-16
Uy_p0,65.84615385,9.363940721e-16
Uy_p0,66.46153846,1.450192589e-15
Uy_p0,67.07692308,1.097168293e-15
Uy_p0,67.69230769,2.047933076e-15
Uy_p0,68.30769231,5.540692463e-15
Uy_p0,68.92307692,3.363409391e-15
Uy_p0,69.53846154,8.742864389e-16
Uy_p0,70.15384615,6.866668233e-16
Uy_p0,70.76923077,6.025966239e-16
Uy_p0,71.38461538,5.305086306e-16
Uy_p0,72,1.09086921e-15
Uy_p0,72.61538462,1.356110289e-15
Uy_p0,73.23076923,1.233278401e-15
Uy_p0,73.84615385,3.256953918e-15
Uy_p0,74.46153846,6.569079362e-15
Uy_p0,75.07692308,3.520716458e-15
Uy_p0,75.69230769,8.169577839e-16
Uy_p0,76.30769231,7.971446653e-16
Uy_p0,76.92307692,5.767474992e-16
Uy_p0,77.53846154,7.802687624e-16
Uy_p0,78.15384615,9.602519741e-16
Uy_p0,78.76923077,1.395205741e-15
Uy_p0,79.38461538,1.179912241e-15
Uy_p0,80,1.236782216e-15
Uy_p0,80.61538462,1.670676344e-15
Uy_p0,81.23076923,1.147995557e-15
Uy_p0,81.84615385,6.11993707e-16
Uy_p0,82.46153846,6.942940602e-16
Uy_p0,83.07692308,5.520749553e-16
Uy_p0,83.69230769,1.137654744e-15
Uy_p0,84.30769231,1.58417985e-15
Uy_p0,84.92307692,1.600414805e-15
Uy_p0,85.53846154,9.52470873e-16
Uy_p0,86.15384615,1.132227197e-15
Uy_p0,86.76923077,2.894355132e-15
Uy_p0,87.38461538,1.923375701e-15
Uy_p0,88,7.187856745e-16
Uy_p0,88.61538462,1.624932274e-15
Uy_p0,89.23076923,2.091722166e-15
Uy_p0,89.84615385,1.515055926e-15
Uy_p0,90.46153846,1.114338543e-15
Uy_p0,91.07692308,8.884446258e-16
Uy_p0,91.69230769,6.016209039e-16
Uy_p0,92.30769231,6.29210793e-16
Uy_p0,92.92307692,1.588319085e-15
Uy_p0,93.53846154,2.315488627e-15
Uy_p0,94.15384615,2.330152266e-15
Uy_p0,94.76923077,1.797189763e-15
Uy_p0,95.38461538,1.048972236e-15
Uy_p0,96,8.776193063e-16
Uy_p0,96.61538462,1.058510714e-15
Uy_p0,97.23076923,7.338739888e-16
Uy_p0,97.84615385,5.606301983e-16
Uy_p0,98.46153846,1.460443495e-15
Uy_p0,99.07692308,1.499293498e-15
Uy_p0,99.69230769,9.496843483e-16
T_p0,0,1.509161512
T_p0,0.6153846154,3.693048817
T_p0,1.230769231,0.9774866083
T_p0,1.846153846,0.0749111717
T_p0,2.461538462,0.01775016036
T_p0,3.076923077,0.0214902388
T_p0,3.692307692,0.01776391784
T_p0,4.307692308,0.006910149716
T_p0,4.923076923,0.006131177455
T_p0,5.538461538,0.3489030091
T_p0,6.153846154,1.756204788
T_p0,6.769230769,0.616800845
T_p0,7.384615385,0.007464973008
T_p0,8,0.0002491585731
T_p0,8.615384615,0.0002329277674
T_p0,9.230769231,0.0002670464476
T_p0,9.846153846,0.0001714274053
T_p0,10.46153846,0.0002184100869
T_p0,11.07692308,0.0003781713128
T_p0,11.69230769,0.003766345227
T_p0,12.30769231,0.02088190893
T_p0,12.92307692,0.009286502482
T_p0,13.53846154,0.0001717199543
T_p0,14.15384615,7.461740818e-05
T_p0,14.76923077,2.253290953e-05
T_p0,15.38461538,5.032679019e-05
T_p0,16,4.111977548e-05
T_p0,16.61538462,1.294718808e-05
T_p0,17.23076923,2.185243313e-05
T_p0,17.84615385,9.178853335e-05
T_p0,18.46153846,0.0004890286756
T_p0,19.07692308,0.0002858317322
T_p0,19.69230769,8.575263018e-06
T_p0,20.30769231,1.211021908e-06
T_p0,20.92307692,8.901982895e-07
T_p0,21.53846154,1.396012461e-06
T_p0,22.15384615,1.113764161e-06
T_p0,22.76923077,2.750474702e-07
T_p0,23.38461538,3.572709241e-07
T_p0,24,3.210969026e-06
T_p0,24.61538462,2.778954386e-05
T_p0,25.23076923,2.016391463e-05
T_p0,25.84615385,7.383664773e-07
T_p0,26.46153846,8.893883335e-08
T_p0,27.07692308,5.931141313e-08
T_p0,27.69230769,1.862024146e-07
T_p0,28.30769231,1.986896982e-07
T_p0,28.92307692,3.327786436e-08
T_p0,29.53846154,1.503589666e-08
T_p0,30.15384615,1.837687975e-07
T_p0,30.76923077,2.187346421e-06
T_p0,31.38461538,2.036768171e-06
T_p0,32,1.017610029e-07
T_p0,32.61538462,4.20697312e-09
T_p0,33.23076923,4.279194421e-09
T_p0,33.84615385,1.191739035e-08
T_p0,34.46153846,1.315682637e-08
T_p0,35.07692308,3.213065283e-09
T_p0,35.69230769,1.88624652e-09
T_p0,36.30769231,1.043907167e-08
T_p0,36.92307692,1.526921854e-07
T_p0,37.53846154,1.815019559e-07
T_p0,38.15384615,1.44590824e-08
T_p0,38.76923077,4.661578903e-10
T_p0,39.38461538,5.492936951e-10
T_p0,40,9.468012139e-10
T_p0,40.61538462,1.380980486e-09
T_p0,41.23076923,3.308063918e-10
T_p0,41.84615385,2.580503187e-10
T_p0,42.46153846,7.816382322e-10
T_p0,43.07692308,1.270011114e-08
T_p0,43.69230769,1.855620615e-08
T_p0,44.30769231,2.018562508e-09
T_p0,44.92307692,5.508314892e-11
T_p0,45.53846154,3.716864411e-11
T_p0,46.15384615,5.448112126e-11
T_p0,46.76923077,7.998587702e-11
T_p0,47.38461538,3.5230868e-11
T_p0,48,3.167833349e-11
T_p0,48.61538462,6.544173981e-11
T_p0,49.23076923,7.013961378e-10
T_p0,49.84615385,1.248679678e-09
T_p0,50.46153846,2.066254149e-10
T_p0,51.07692308,2.974513413e-11
T_p0,51.69230769,1.877226264e-11
T_p0,52.30769231,2.370922158e-11
T_p0,52.92307692,2.528392864e-11
T_p0,53.53846154,2.202596488e-11
T_p0,54.15384615,1.842841025e-11
T_p0,54.76923077,1.958050248e-11
T_p0,55.38461538,6.72875257e-11
T_p0,56,1.381910396e-10
T_p0,56.61538462,3.472884517e-11
T_p0,57.23076923,1.168268232e-11
T_p0,57.84615385,8.95477768e-12
T_p0,58.46153846,1.215896452e-11
T_p0,59.07692308,8.854330904e-12
T_p0,59.69230769,9.565841642e-12
T_p0,60.30769231,7.677435813e-12
T_p0,60.92307692,6.392223146e-12
T_p0,61.53846154,6.087387182e-12
T_p0,62.15384615,7.689750688e-12
T_p0,62.76923077,7.581879403e-12
T_p0,63.38461538,3.869305156e-12
T_p0,64,2.552944727e-12
T_p0,64.61538462,5.403676726e-12
T_p0,65.23076923,2.644395099e-12
T_p0,65.84615385,2.306688449e-12
T_p0,66.46153846,2.960532324e-12
T_p0,67.07692308,4.062888881e-12
T_p0,67.69230769,9.039219154e-12
T_p0,68.30769231,2.541180165e-11
T_p0,68.92307692,7.290058555e-12
T_p0,69.53846154,4.393199009e-12
T_p0,70.15384615,3.565721516e-12
T_p0,70.76923077,3.94672679e-12
T_p0,71.38461538,1.618577181e-12
T_p0,72,2.588631808e-12
T_p0,72.61538462,3.264863255e-12
T_p0,73.23076923,2.382355448e-12
T_p0,73.84615385,2.027490404e-12
T_p0,74.46153846,3.197301836e-12
T_p0,75.07692308,2.601510791e-12
T_p0,75.69230769,1.693532508e-12
T_p0,76.30769231,9.790880089e-13
T_p0,76.92307692,2.220633808e-12
T_p0,77.53846154,4.904686594e-13
T_p0,78.15384615,1.368089473e-12
T_p0,78.76923077,1.043924373e-12
T_p0,79.38461538,8.432586997e-13
T_p0,80,2.500759687e-12
T_p0,80.61538462,9.944044432e-12
T_p0,81.23076923,3.844572495e-12
T_p0,81.84615385,1.718097983e-12
T_p0,82.46153846,8.995016642e-13
T_p0,83.07692308,7.963135025e-13
T_p0,83.69230769,6.653717935e-13
T_p0,84.30769231,9.272696342e-13
T_p0,84.92307692,6.412639413e-13
T_p0,85.53846154,7.080662483e-13
T_p0,86.15384615,8.011540605e-13
T_p0,86.76923077,1.205029572e-12
T_p0,87.38461538,6.375607396e-13
T_p0,88,7.732682427e-13
T_p0,88.61538462,6.763492523e-13
T_p0,89.23076923,7.316501643e-13
T_p0,89.84615385,3.993318507e-13
T_p0,90.46153846,3.304132628e-13
T_p0,91.07692308,5.407694208e-13
T_p0,91.69230769,5.51663453e-13
T_p0,92.30769231,7.886475208e-13
T_p0,92.92307692,3.907717346e-12
T_p0,93.53846154,1.84659539e-12
T_p0,94.15384615,1.679790713e-12
T_p0,94.76923077,2.33492367e-12
T_p0,95.38461538,5.29451912e-13
T_p0,96,1.866663624e-13
T_p0,96.61538462,2.14384442e-13
T_p0,97.23076923,2.108736604e-13
T_p0,97.84615385,2.215119607e-13
T_p0,98.46153846,3.003158116e-13
T_p0,99.07692308,6.715888764e-13
T_p0,99.69230769,6.51399302e-13
